iter	Passed	Remaining
422	2136	2914
423	2141	2909
424	2146	2904
425	2151	2899
426	2156	2893
427	2161	2888
428	2165	2882
429	2170	2876
430	2174	2871
431	2179	2865
432	2183	2859
433	2188	2854
434	2194	2850
435	2199	2844
436	2204	2840
437	2210	2836
438	2215	2831
439	2220	2825
440	2225	2821
441	2230	2815
442	2235	2810
443	2240	2805
444	2245	2800
445	2250	2795
446	2254	2789
447	2259	2784
448	2264	2779
449	2269	2773
450	2273	2768
451	2278	2762
452	2283	2757
453	2287	2751
454	2292	2745
455	2297	2740
456	2301	2735
457	2306	2729
458	2311	2724
459	2315	2718
460	2320	2713
461	2325	2707
462	2330	2702
463	2334	2697
464	2339	2691
465	2344	2686
466	2349	2681
467	2354	2676
468	2359	2671
469	2365	2667
470	2370	2662
471	2375	2657
472	2380	2652
473	2387	2649
474	2392	2644
475	2396	2638
476	2401	2633
477	2406	2628
478	2411	2622
479	2416	2617
480	2420	2611
481	2425	2606
482	2430	2601
483	2434	2595
484	2439	2590
485	2443	2584
486	2449	2579
487	2453	2574
488	2458	2568
489	2462	2563
490	2467	2558
491	2472	2552
492	2476	2547
493	2481	2542
494	2486	2536
495	2491	2531
496	2496	2526
497	2500	2521
498	2505	2515
499	2510	2510
500	2515	2504
501	2519	2499
502	2524	2494
503	2529	2489
504	2535	2484
505	2540	2480
506	2545	2475
507	2551	2470
508	2558	2467
509	2562	2462
510	2567	2457
511	2572	2452
512	2577	2446
513	2582	2441
514	2586	2436
515	2591	2430
516	2596	2425
517	2600	2420
518	2605	2414
519	2610	2409
520	2614	2404
521	2619	2398
522	2624	2393
523	2628	2388
524	2633	2382
525	2638	2377
526	2643	2372
527	2647	2367
528	2652	2361
529	2656	2356
530	2661	2350
531	2666	2345
532	2671	2340
533	2675	2334
534	2680	2329
535	2685	2324
536	2690	2319
537	2695	2314
538	2700	2309
539	2706	2305
540	2711	2300
541	2715	2294
542	2720	2289
543	2725	2284
544	2729	2278
545	2734	2273
546	2739	2268
547	2743	2263
548	2748	2257
549	2753	2252
550	2758	2247
551	2763	2242
552	2767	2237
553	2772	2232
554	2776	2226
555	2781	2221
556	2786	2216
557	2790	2210
558	2795	2205
559	2800	2200
560	2805	2195
561	2809	2189
562	2814	2184
563	2818	2179
564	2823	2173
565	2828	2168
566	2833	2163
567	2838	2158
568	2842	2153
569	2847	2148
570	2852	2142
571	2857	2137
572	2861	2132
573	2866	2127
574	2872	2123
575	2885	2124
576	2891	2120
577	2896	2114
578	2901	2109
579	2906	2104
580	2910	2099
581	2915	2093
582	2919	2088
583	2925	2083
584	2929	2078
585	2934	2073
586	2939	2067
587	2943	2062
588	2948	2057
589	2953	2052
590	2958	2047
591	2962	2041
592	2967	2036
593	2972	2031
594	2977	2026
595	2982	2021
596	2987	2016
597	2991	2011
598	2996	2006
599	3001	2000
600	3006	1995
601	3010	1990
602	3015	1985
603	3020	1980
604	3024	1974
605	3029	1969
606	3034	1964
607	3038	1959
608	3044	1954
609	3050	1950
610	3055	1945
611	3060	1940
612	3066	1935
613	3070	1930
614	3075	1925
615	3080	1920
616	3085	1915
617	3090	1910
618	3095	1905
619	3100	1900
620	3105	1895
621	3110	1890
622	3116	1885
623	3121	1881
624	3127	1876
625	3132	1871
626	3137	1866
627	3142	1861
628	3147	1856
629	3153	1851
630	3158	1846
631	3163	1842
632	3168	1837
633	3174	1832
634	3179	1827
635	3183	1822
636	3189	1817
637	3194	1812
638	3199	1807
639	3206	1803
640	3212	1799
641	3218	1794
642	3223	1789
643	3229	1785
644	3235	1780
645	3240	1775
646	3245	1770
647	3251	1766
648	3256	1761
649	3261	1756
650	3266	1751
651	3271	1746
652	3276	1741
653	3281	1736
654	3286	1731
655	3291	1726
656	3296	1721
657	3301	1716
658	3306	1711
659	3311	1706
660	3316	1701
661	3321	1696
662	3327	1691
663	3332	1686
664	3337	1681
665	3342	1676
666	3347	1671
667	3352	1666
668	3357	1661
669	3362	1656
670	3368	1651
671	3374	1647
672	3380	1642
673	3385	1637
674	3391	1632
675	3396	1627
676	3402	1623
677	3407	1618
678	3412	1613
679	3417	1608
680	3423	1603
681	3427	1598
682	3433	1593
683	3438	1588
684	3443	1583
685	3448	1578
686	3453	1573
687	3458	1568
688	3463	1563
689	3468	1558
690	3473	1553
691	3479	1548
692	3484	1543
693	3489	1538
694	3494	1533
695	3499	1528
696	3504	1523
697	3509	1518
698	3514	1513
699	3519	1508
700	3524	1503
701	3529	1498
702	3534	1493
703	3540	1488
704	3546	1484
705	3552	1479
706	3557	1474
707	3563	1469
708	3568	1464
709	3573	1459
710	3580	1455
711	3585	1450
712	3590	1445
713	3596	1440
714	3601	1435
715	3606	1430
716	3614	1426
717	3619	1421
718	3624	1416
719	3629	1411
720	3634	1406
721	3640	1401
722	3645	1396
723	3650	1391
724	3655	1386
725	3660	1381
726	3665	1376
727	3670	1371
728	3675	1366
729	3680	1361
730	3685	1356
731	3691	1351
732	3696	1346
733	3701	1341
734	3706	1336
735	3711	1331
736	3716	1326
737	3721	1321
738	3726	1316
739	3732	1311
740	3737	1306
741	3741	1301
742	3746	1296
743	3751	1290
744	3756	1285
745	3761	1280
746	3766	1275
747	3771	1270
748	3776	1265
749	3781	1260
750	3785	1255
751	3790	1250
752	3795	1245
753	3800	1239
754	3804	1234
755	3809	1229
756	3813	1224
757	3818	1219
758	3823	1213
759	3828	1208
760	3832	1203
761	3837	1198
762	3841	1193
763	3847	1188
764	3852	1183
765	3856	1178
766	3861	1173
767	3866	1167
768	3870	1162
769	3875	1157
770	3881	1152
771	3886	1147
772	3891	1142
773	3897	1137
774	3902	1132
775	3907	1127
776	3912	1122
777	3917	1117
778	3921	1112
779	3927	1107
780	3931	1102
781	3936	1097
782	3941	1092
783	3946	1087
784	3951	1082
785	3955	1077
786	3962	1072
787	3966	1067
788	3971	1062
789	3975	1056
790	3980	1051
791	3985	1046
792	3990	1041
793	3994	1036
794	3999	1031
795	4004	1026
796	4009	1021
797	4013	1016
798	4018	1010
799	4023	1005
800	4027	1000
801	4032	995
802	4037	990
803	4041	985
804	4046	980
805	4051	975
806	4056	970
807	4062	965
808	4067	960
809	4073	955
810	4078	950
811	4083	945
812	4088	940
813	4093	935
814	4097	930
815	4102	925
816	4106	919
817	4111	914
818	4115	909
819	4120	904
820	4125	899
821	4130	894
822	4134	889
823	4139	884
824	4144	879
825	4148	873
826	4154	868
827	4158	863
828	4163	858
829	4167	853
830	4172	848
831	4177	843
832	4181	838
833	4186	833
834	4190	828
835	4195	823
836	4200	817
837	4204	812
838	4208	807
839	4213	802
840	4218	797
841	4222	792
842	4228	787
843	4234	782
844	4239	777
845	4244	772
846	4249	767
847	4255	762
848	4260	757
849	4265	752
850	4269	747
851	4274	742
852	4279	737
853	4284	732
854	4288	727
855	4293	722
856	4297	717
857	4302	712
858	4306	706
859	4311	701
860	4316	696
861	4320	691
862	4325	686
863	4330	681
864	4334	676
865	4339	671
866	4344	666
867	4348	661
868	4353	656
869	4358	651
870	4362	646
871	4367	641
872	4372	636
873	4376	630
874	4381	625
875	4386	620
876	4391	615
877	4396	610
878	4403	606
879	4410	601
880	4416	596
881	4421	591
882	4427	586
883	4431	581
884	4436	576
885	4441	571
886	4446	566
887	4451	561
888	4456	556
889	4461	551
890	4465	546
891	4470	541
892	4474	536
893	4479	531
894	4483	526
895	4488	520
896	4493	515
897	4497	510
898	4502	505
899	4507	500
900	4511	495
901	4516	490
902	4521	485
903	4525	480
904	4530	475
905	4534	470
906	4539	465
907	4544	460
908	4548	455
909	4553	450
910	4557	445
911	4562	440
912	4571	435
913	4576	430
914	4582	425
915	4587	420
916	4592	415
917	4597	410
918	4601	405
919	4606	400
920	4611	395
921	4615	390
922	4620	385
923	4625	380
924	4629	375
925	4634	370
926	4639	365
927	4644	360
928	4648	355
929	4652	350
930	4657	345
931	4661	340
932	4666	335
933	4672	330
934	4677	325
935	4682	320
936	4688	315
937	4693	310
938	4698	305
939	4703	300
940	4709	295
941	4715	290
942	4720	285
943	4726	280
944	4742	276
945	4758	271
946	4763	266
947	4769	261
948	4774	256
949	4780	251
950	4790	246
951	4796	241
952	4801	236
953	4807	231
954	4812	226
955	4817	221
956	4831	217
957	4836	212
958	4842	207
959	4847	201
960	4853	196
961	4858	191
962	4863	186
963	4868	181
964	4873	176
965	4878	171
966	4884	166
967	4889	161
968	4894	156
969	4899	151
970	4905	146
971	4911	141
972	4916	136
973	4922	131
974	4938	126
975	4943	121
976	4949	116
977	4955	111
978	4960	106
979	4965	101
980	4971	96
981	4976	91
982	4982	86
983	4987	81
984	4993	76
985	4999	70
986	5004	65
987	5010	60
988	5015	55
989	5021	50
990	5026	45
991	5033	40
992	5038	35
993	5043	30
994	5049	25
995	5054	20
996	5060	15
997	5065	10
998	5070	5
999	5077	0
