iter	RMSE
181	2765.723561
182	2763.728703
183	2761.985211
184	2758.96459
185	2756.260518
186	2753.981424
187	2749.698214
188	2745.747063
189	2743.932269
190	2741.017629
191	2737.557498
192	2734.269889
193	2730.701553
194	2727.968188
195	2724.839588
196	2722.564858
197	2719.817271
198	2716.626949
199	2713.830279
200	2709.878095
201	2707.302493
202	2704.958473
203	2701.789413
204	2699.567014
205	2696.06731
206	2693.028249
207	2690.461494
208	2687.978442
209	2684.829454
210	2681.805248
211	2679.834599
212	2678.067604
213	2675.770258
214	2672.977983
215	2670.76833
216	2668.30338
217	2666.671783
218	2664.478045
219	2661.834033
220	2659.778866
221	2656.574267
222	2654.375738
223	2652.494633
224	2650.171998
225	2648.483847
226	2644.92636
227	2643.361058
228	2641.25841
229	2638.315506
230	2636.632003
231	2634.536737
232	2632.998464
233	2629.424277
234	2627.528089
235	2624.514613
236	2622.758734
237	2620.206129
238	2618.718602
239	2615.83515
240	2614.120909
241	2611.770918
242	2609.252843
243	2607.67713
244	2605.86322
245	2604.292027
246	2602.516072
247	2600.645161
248	2599.19121
249	2596.948627
250	2594.247895
251	2591.160011
252	2588.895732
253	2587.333773
254	2585.496891
255	2583.774315
256	2581.565483
257	2580.140274
258	2578.325203
259	2576.613228
260	2574.289555
261	2571.578057
262	2569.674751
263	2568.768195
264	2567.078592
265	2565.243868
266	2562.997875
267	2560.854943
268	2559.237094
269	2557.892897
270	2555.808413
271	2553.981869
272	2551.11019
273	2549.873632
274	2547.076827
275	2545.547857
276	2543.891788
277	2542.585955
278	2540.677026
279	2539.597001
280	2537.275409
281	2535.965545
282	2533.685922
283	2531.601922
284	2529.767483
285	2528.571139
286	2527.590506
287	2526.498238
288	2524.693672
289	2523.131361
290	2520.815625
291	2519.162122
292	2517.336494
293	2516.177751
294	2514.323693
295	2513.466463
296	2511.881105
297	2510.989972
298	2509.043711
299	2507.619378
300	2505.944115
301	2503.856289
302	2502.927179
303	2501.019482
304	2499.462504
305	2498.622782
306	2497.920726
307	2495.56067
308	2494.322274
309	2492.581169
310	2491.49489
311	2490.22731
312	2489.003778
313	2487.859517
314	2487.209764
315	2485.609183
316	2484.287216
317	2482.905742
318	2481.494266
319	2480.147644
320	2478.526512
321	2477.101485
322	2475.837154
323	2474.638373
324	2473.564769
325	2471.978735
326	2470.152001
327	2468.76634
328	2467.541696
329	2466.365432
330	2464.890915
331	2463.38079
332	2461.974342
333	2460.958597
334	2459.595912
335	2459.016518
336	2457.682008
337	2456.556478
338	2455.144998
339	2453.784086
340	2452.376418
341	2451.022394
342	2449.872478
343	2449.050328
344	2447.702888
345	2446.299045
346	2445.21231
347	2444.004126
348	2442.781063
349	2441.933699
350	2440.695631
351	2439.798069
352	2439.569508
353	2437.82281
354	2436.340163
355	2434.487957
356	2432.974325
357	2431.578902
358	2430.725168
359	2430.315191
360	2428.935609
361	2427.714058
362	2426.762811
363	2425.461875
364	2424.706653
365	2422.934662
366	2422.278401
367	2421.561015
368	2419.844748
369	2419.119224
370	2417.885148
371	2415.455231
372	2414.100468
373	2412.568668
374	2412.363409
375	2411.280957
376	2409.925306
377	2408.70888
378	2407.880294
379	2406.851726
380	2405.891866
381	2404.535795
382	2403.454426
383	2402.843337
384	2401.902108
385	2401.256137
386	2400.275183
387	2398.945135
388	2397.798721
389	2396.59838
390	2395.457912
391	2394.604044
392	2393.512277
393	2392.253948
394	2391.231665
395	2390.167297
396	2388.314847
397	2387.479395
398	2386.469067
399	2384.70497
400	2383.732835
401	2382.181521
402	2380.016267
403	2379.35873
404	2378.237631
405	2377.680189
406	2376.572559
407	2375.912579
408	2375.309836
409	2374.799097
410	2373.209963
411	2372.605768
412	2371.592122
413	2370.526337
414	2369.698177
415	2368.080218
416	2365.931103
417	2365.339308
418	2364.33901
419	2363.422789
420	2362.104442
421	2360.844005
422	2360.422287
423	2359.635073
424	2358.129951
425	2357.190287
426	2356.657593
427	2355.831059
428	2355.152657
429	2353.908331
430	2352.574423
431	2351.796519
432	2350.946146
433	2349.318552
434	2348.51676
435	2348.032963
436	2347.108015
437	2346.107867
438	2345.026399
439	2344.521438
440	2343.919505
441	2343.196366
442	2342.575759
443	2341.375854
444	2340.519301
445	2339.787251
446	2339.214015
447	2338.098581
448	2337.001188
449	2336.457197
450	2335.717157
451	2334.413732
452	2333.302102
453	2332.637897
454	2331.975504
455	2331.140983
456	2330.513673
457	2329.832536
458	2328.454932
459	2327.857358
460	2327.212953
461	2326.408312
462	2325.172455
463	2324.500798
464	2323.671283
465	2323.130184
466	2322.337529
467	2321.993003
468	2321.17543
469	2320.194141
470	2319.542688
471	2318.989894
472	2317.986851
473	2317.590301
474	2316.941479
475	2315.988798
476	2315.32367
477	2314.293686
478	2313.609975
479	2313.055988
480	2312.268032
481	2310.548296
482	2309.56246
483	2308.767152
484	2307.953767
485	2307.612698
486	2306.696436
487	2305.900432
488	2305.364616
489	2304.282625
490	2303.722176
491	2303.134813
492	2302.21402
493	2301.125071
494	2300.234448
495	2299.304143
496	2298.854187
497	2297.618227
498	2296.935256
499	2295.978896
500	2295.191695
501	2294.098246
502	2293.49572
503	2292.465265
504	2291.771461
505	2291.0302
506	2290.523077
507	2289.699688
508	2288.928043
509	2288.476408
510	2287.374656
511	2286.616392
512	2286.298217
513	2285.598468
514	2284.879615
515	2284.064888
516	2282.682362
517	2281.65159
518	2280.743517
519	2280.051943
520	2278.369351
521	2278.082412
522	2277.4682
523	2277.012663
524	2275.736115
525	2274.530398
526	2273.353384
527	2272.434941
528	2271.857361
529	2271.257967
530	2270.631393
531	2269.867457
532	2269.342145
533	2268.854102
534	2268.194235
535	2267.806664
536	2267.208381
537	2267.032977
538	2266.506723
539	2265.934072
540	2264.973622
541	2264.566137
542	2264.248428
543	2263.629813
544	2262.922861
545	2262.096147
546	2261.304799
547	2260.156568
548	2259.536727
549	2257.970024
550	2257.504979
551	2256.692356
552	2256.100299
553	2255.043654
554	2254.578552
555	2254.03635
556	2253.48773
557	2252.918197
558	2252.472813
559	2252.133394
560	2251.644967
561	2251.389484
562	2250.758113
563	2250.115893
564	2249.570594
565	2248.765734
566	2248.339209
567	2247.696685
568	2247.174956
569	2246.449295
570	2246.14486
571	2245.54778
572	2244.483044
573	2243.882423
574	2243.483859
575	2242.956392
576	2242.162599
577	2241.825054
578	2241.318833
579	2241.097508
580	2240.111744
581	2239.757218
582	2239.327071
583	2238.752656
584	2237.740409
585	2237.022264
586	2236.438618
587	2236.018868
588	2235.413537
589	2234.984125
590	2233.987211
591	2233.473788
592	2232.806745
593	2232.158123
594	2231.380081
595	2230.722049
596	2230.165315
597	2229.815339
598	2229.209272
599	2228.680876
600	2228.137482
601	2227.313077
602	2226.836549
603	2225.980235
604	2225.772516
605	2224.79247
606	2224.299438
607	2223.861902
608	2223.308939
609	2222.759476
610	2222.540293
611	2222.183193
612	2221.700072
613	2221.36291
614	2220.73191
615	2220.527967
616	2220.070121
617	2219.832793
618	2219.446383
619	2218.688319
620	2218.137365
621	2217.547286
622	2217.182143
623	2216.475508
624	2216.095646
625	2215.969407
626	2215.798119
627	2215.528106
628	2214.626855
629	2214.19276
630	2213.855591
631	2213.50773
632	2212.743027
633	2212.062433
634	2211.619743
635	2210.778363
636	2210.528126
637	2209.845573
638	2209.591719
639	2209.021754
640	2208.270083
641	2206.149594
642	2205.839476
643	2205.310687
644	2204.585282
645	2204.383924
646	2203.799797
647	2203.213045
648	2202.049842
649	2201.552923
650	2201.11676
651	2200.657769
652	2199.2861
653	2198.845267
654	2198.38346
655	2198.167594
656	2197.307138
657	2197.18661
658	2196.002385
659	2195.338532
660	2194.581255
661	2193.963141
662	2193.372703
663	2192.856073
664	2192.313686
665	2191.842034
666	2191.6896
667	2191.27627
668	2189.51666
669	2188.279634
670	2187.643537
671	2187.129867
672	2186.801667
673	2186.145708
674	2185.896856
675	2185.623439
676	2184.881313
677	2184.61301
678	2182.344113
679	2182.038567
680	2181.808283
681	2181.616784
682	2180.917529
683	2179.859261
684	2179.479915
685	2179.234586
686	2178.4933
687	2178.12398
688	2177.485083
689	2176.854079
690	2176.497652
691	2174.603556
692	2174.117994
693	2173.76066
694	2173.286688
695	2171.964468
696	2171.195422
697	2170.821486
698	2170.453935
699	2169.942224
700	2168.183198
701	2167.904375
702	2166.907031
703	2166.224666
704	2164.986868
705	2164.620292
706	2164.427905
707	2163.836656
708	2162.672636
709	2162.342121
710	2161.231499
711	2159.535615
712	2158.881001
713	2158.383166
714	2157.722241
715	2156.974554
716	2156.711256
717	2156.386762
718	2155.294756
719	2154.71779
720	2154.119693
721	2153.624779
722	2153.151171
723	2152.716377
724	2152.516361
725	2151.966679
726	2151.709424
727	2150.741316
728	2150.054127
729	2149.405949
730	2148.99116
731	2148.22617
732	2147.429227
733	2146.959402
734	2146.658001
735	2146.272241
736	2145.687087
737	2145.17829
738	2144.665774
739	2144.376278
740	2143.87935
741	2143.501079
742	2142.044075
743	2141.476422
744	2140.824464
745	2140.62748
746	2140.220621
747	2140.029804
748	2139.818778
749	2139.549731
750	2139.382123
751	2139.040228
752	2138.562626
753	2137.897781
754	2137.499835
755	2137.290048
756	2136.864001
757	2136.518067
758	2136.319283
759	2135.071066
760	2134.884419
761	2134.603686
762	2133.761945
763	2133.333435
764	2132.735968
765	2132.228913
766	2131.668103
767	2131.240006
768	2130.975749
769	2130.659466
770	2130.274011
771	2130.097431
772	2129.803713
773	2129.460221
774	2128.476046
775	2128.303597
776	2127.990413
777	2127.862463
778	2127.514963
779	2126.697987
780	2126.41587
781	2125.534279
782	2125.218257
783	2124.086176
784	2123.747111
785	2123.643333
786	2123.425132
787	2122.932798
788	2122.716385
789	2122.46689
790	2121.666967
791	2121.36468
792	2120.539537
793	2120.010277
794	2119.550751
795	2118.840264
796	2118.406489
797	2118.169197
798	2117.572396
799	2117.160075
800	2116.869032
801	2116.648688
802	2116.028468
803	2115.737047
804	2115.296314
805	2115.134345
806	2114.577234
807	2114.202019
808	2114.051493
809	2113.424426
810	2113.005711
811	2112.772094
812	2112.437281
813	2111.738372
814	2110.938821
815	2110.567952
816	2110.28324
817	2109.719069
818	2109.491445
819	2109.287728
820	2108.842861
821	2108.424352
822	2107.905795
823	2106.922779
824	2106.616426
825	2106.18534
826	2105.236909
827	2104.845316
828	2104.568917
829	2103.95293
830	2103.851276
831	2103.133666
832	2102.63686
833	2102.354841
834	2102.027441
835	2101.579941
836	2101.153437
837	2100.937813
838	2100.652914
839	2100.44877
840	2100.192105
841	2100.035063
842	2099.108361
843	2097.978741
844	2097.74865
845	2097.407843
846	2096.625426
847	2096.397074
848	2096.03261
849	2095.534667
850	2095.076767
851	2094.410383
852	2094.230853
853	2093.33225
854	2092.731662
855	2092.564875
856	2091.279088
857	2091.063489
858	2090.825876
859	2090.567557
860	2090.08228
861	2089.725481
862	2089.185872
863	2088.724661
864	2087.752669
865	2087.012237
866	2086.814953
867	2086.565746
868	2086.169527
869	2085.757489
870	2085.172267
871	2084.71005
872	2084.444245
873	2084.016666
874	2083.296777
875	2082.781799
876	2082.539855
877	2082.437787
878	2082.169381
879	2081.707731
880	2080.37638
881	2080.027417
882	2079.504064
883	2079.061035
884	2078.8115
885	2078.3679
886	2077.361581
887	2076.695471
888	2076.432936
889	2075.759272
890	2075.377743
891	2074.938916
892	2074.790466
893	2074.618263
894	2073.603574
895	2073.309402
896	2072.842819
897	2072.759295
898	2072.536205
899	2071.919275
900	2071.405206
901	2071.04256
902	2070.609508
903	2070.480063
904	2070.218342
905	2069.906533
906	2069.827867
907	2069.468281
908	2069.230968
909	2068.329691
910	2068.070836
911	2067.448025
912	2066.404793
913	2066.090569
914	2065.86324
915	2065.638206
916	2065.181199
917	2065.108056
918	2064.52569
919	2064.370548
920	2063.844925
921	2063.317983
922	2062.849327
923	2062.382928
924	2062.258541
925	2061.678987
926	2061.094375
927	2060.778147
928	2060.654065
929	2060.254332
930	2059.959185
931	2059.805746
932	2059.254609
933	2058.969809
934	2058.424342
935	2058.025755
936	2057.793834
937	2057.340834
938	2056.868619
939	2056.796427
940	2056.642643
941	2056.364604
942	2056.258354
943	2055.962202
944	2055.738018
945	2055.254078
946	2055.098936
947	2054.886722
948	2054.811979
949	2054.689339
950	2054.4879
951	2054.239898
952	2054.121858
953	2053.685678
954	2053.335893
955	2052.991821
956	2052.331289
957	2051.846461
958	2051.404202
959	2050.983662
960	2050.563536
961	2050.262546
962	2050.014457
963	2049.832505
964	2049.509603
965	2049.402937
966	2049.073285
967	2048.720909
968	2048.428531
969	2048.291176
970	2047.998756
971	2047.601064
972	2047.30853
973	2046.837344
974	2046.297305
975	2045.890838
976	2045.547507
977	2045.300043
978	2044.920904
979	2044.758707
980	2043.952416
981	2043.711024
982	2043.301866
983	2042.923301
984	2042.710752
985	2042.261633
986	2042.097005
987	2041.73097
988	2041.243347
989	2041.123993
990	2041.007796
991	2040.61812
992	2040.41699
993	2040.188535
994	2039.41787
995	2038.70401
996	2038.261869
997	2037.814961
998	2037.703467
999	2037.210159
